name,code_ne,r_type,address,tel,score,detail,strong,datalab_1,review_num,blog_num,x,y
러빙헛 카페,18595315,카페,서울 강남구 개포로22길 35,02-576-2158,4.42,"대중교통 이용시: 양재역 5번 출구에서 강남 02 버스를 타시고 달터공원 정류장에서 내리신 후 버스가 가던 방향으로 조금만 걸으 시면 바로 오른편에서 러빙헛 카페를 발견하실 수 있습니다. 자가용 이용시: 포이 사거리에서 농협 은행을 왼편에 두고 직진 (구룡 초교 방향, 261m 이동) => 국민은행(개포동)에서 우회전 후 274m 이동 => 왼편에 러빙헛 카페 건물. (※러빙헛 카페 건물엔 ...",,"{'인기토픽': ['카페', ', 아이스크림', ', 피자', ', 와플', ', 파스타']}",95,45.0,127.049437278443,37.4768959831641
춘천명물닭갈비 제1호점,18420156,닭갈비,서울 강남구 개포로22길 14,02-575-3308,4.42,개포동 춘천닭갈비 전문점 입니다. 감사합니다,,"{'인기토픽': ['닭갈비', ', 막걸리', ', 닭갈비집', ', 막국수']}",333,81.0,127.047971900133,37.4778394936363
스텔라떡볶이 개포점,1264091478,떡볶이,"서울 강남구 개포로82길 13-15 지상1층 5호, 9호",0507-1398-4042,4.51,개포동역 5번출구 하차하여 개포시장 안쪽 사거리 ❤️,,{},67,48.0,127.0683478467,37.4888205064565
연스시,1845971091,"초밥,롤",서울 강남구 개포로 512,0507-1317-8551,4.39,개포동역 5번출구로나와 직진 도보5분정도 개포2동 주민센타 앞 세븐일레븐 건물 뒷편입니다.,,{},116,77.0,127.068842082027,37.4893072141263
스파게티스토리,37615866,스파게티스토리,서울 강남구 개포로 512,02-451-1268,4.35,개포2동 주민센터 건너편 상가 골목안쪽에 있습니다.,,{},142,12.0,127.068842082027,37.4893072141263
왓츠피데 개포점,38508033,햄버거,서울 강남구 개포로15길 6,02-2138-3809,4.6,"단 하나 뿐인 특별한 수제버거! 포켓피데! 포켓피데는 터키식 피데의 기본 반죽을 이용하여 새롭게 개발한 신 개념 수제버거입니다. 포켓 형태의 피데빵이 흐르는 소스의 맛과 재료의 풍미를 잡아 주어 원료의 진정한 맛을 느낄 수 있어 남녀노소 누구나 건강하게 즐길 수 있습니다. 담백하고 쫄깃한 빵 피데에 어울리는 식감의 빵을 만들기 위해 오랜 기간 동안 연구, 개발하여 특별한 노하...",,"{'분위기': ['유럽풍', ', 세련된', ', 고급스러운'], '인기토픽': ['햄버거', ', 치킨', ', 수제버거', ', 피자', ', 불고기']}",51,307.0,127.045484024167,37.4788364532755
우리할매떡볶이 개포점,1578533353,분식,서울 강남구 삼성로 38,02-2135-3443,10.0,TV 방영되어 입짧은 햇님이 소개해주신 그~떡볶이!! 네이버 실시간 1위를 찍은 그~ 떡볶이 옛날 떡볶이 전문점 ''우리 할매 떡볶이'' 입니다. 옛날 학교앞 떡볶이~ 할머니가 해주시던 쫜득~한 식감과 매코~옴한 떡볶이를 기억하시나요? 마음속에 이런 떡볶이 추억 하나들 갖고 있잖아요~ 우리 할매가 해주던 그 맛!!! 그런 인생 떡볶이를 우리할매떡볶이가 재연해드립니다~! 옛날 감성을 느...,,{},2,,127.066845330996,37.4886879268822
형제곱창 포이점,36947809,"곱창,막창,양",서울 강남구 논현로20길 24,02-576-1999,4.57,아니 정말 느무 맛잇어서 인생곱창등극! 가격은 비싸도 비싼값을 합니다,,{},59,38.0,127.04680090585,37.4782692942392
참치대가 개포점,37196230,일식당,서울 강남구 논현로16길 9,02-576-3733,4.34,음식 맛있어요,,{},193,127.0,127.047053497858,37.476322472756
리애,36995601,돈가스,서울 강남구 선릉로16길 6,02-574-8588,4.54,구룡역 5번출구로 나와 도보로 5분거리 직진한 후 파리바게트 골목으로 좌회전하면 바로 보입니다. 구룡역 5번출구 도보6분 도곡 역 3번출구 도보 15분 개포동 1번출구 도보 17분 개포고등학교 도보3분 개포1단지연금매장 도보3분 개포주공1단지 도보6분 시립 개포도서관 도보6분,,"{'인기토픽': ['돈가스', ', 카레']}",393,197.0,127.060091102243,37.4838055685745
4.2 캐쥬얼 다이닝,34015367,이탈리아음식,서울 강남구 개포동 1236-20,02-578-4242,4.44,개포동에 제주 제철 재료로 선보이는 이탈리안을 만날 수 있는 곳,,"{'인기토픽': ['레스토랑', ', 피자', ', 화덕피자', ', 파스타', ', 스테이크']}",285,94.0,127.045596601608,37.4774877790305
홈크랩,1233669551,킹크랩요리,서울 강남구 개포로25길 9-6 1층,0507-1375-6081,4.98,삼호물산 사거리 국민은행 맞은편 CU편의점 근처,,{},52,31.0,127.047654191106,37.4795866792297
치마오,38521824,일식당,서울 강남구 개포로 623 대청타워,02-3413-7708,4.35,어마어마한 양이 옥의티. 감당못할정도로 나와서 남겼음.,,{},484,118.0,127.079647753194,37.494341198165
더벨로 개포점,37049550,베이커리,서울 강남구 선릉로 30 개포빌딩 102호,0507-1404-0045,4.51,"서울 강남구 개포동 167-7 개포연금매장 빌딩 1층, 버스정류장 바로 앞 02-576-0045 내비게이션은 건물 뒤 주차장으로 안내함( 주차비 없음) 개포1동 우체국, SK 주유소, 영동농협 옆",,{},104,10.0,127.0611746831,37.4825134167189
부타식당,335836479,일식당,서울 강남구 논현로10길 26,0507-1426-8338,4.32,"양재역 5번 출구 버스정류장에서 18번, 463번, 4412번 승차후 구룡사사거리에서 하차 후 국악고등학교 방향으로 도보 3-5분 이동 하시면 우측에 부타식당이 있습니다 ! 매봉역 4출구 버스정류장 02번 승차후 국악고등학교 정류장에서 하차 후 삼거리에서 구룡사 사거리 방향으로 도보 1분 이동하시면 좌측에 부타식당이 있습니다 ! ♡ 길이 어려우시면 전화주세요! 친절히 안내해드립니다 ^^",,{},67,34.0,127.050634920412,37.4747955827329
우종호의커피볶는집 본점,19564091,카페,서울 강남구 논현로12길 21,02-571-1279,4.42,굿,,{},300,42.0,127.049298859819,37.4751146547058
제주왕솥뚜껑삼겹살,38276203,돼지고기구이,서울 강남구 개포로20길 8,02-577-5889,4.45,더운거 빼면 아주 좋아요 ~,,{},65,17.0,127.04710358008,37.4781226698394
하영각,1309534799,중식당,"서울 강남구 개포로31길 8 (개포동, 푸르지오디아뜨) 1층",02-572-5593,4.32,잘 먹었습니다. !!,,{},133,11.0,127.049772161877,37.4796462637435
빨간오뎅 부산어묵,37997290,종합분식,서울 강남구 개포로82길 13-11,02-459-6928,4.32,"일요일 정상 영업합니다.(365일중 설,추석,여름휴가 기간만 휴무) 평일 오후 11시 50분까지/일요일 오후 11시 30분까지 영업합니 다. 주차창이 없으나 인근 이면도로 평일 오후6시 이후 및 일요일은 주차단속 없습니다.",,"{'인기토픽': ['순대', ', 떡볶이', ', 튀김', ', 빨간오뎅', ', 어묵'], '찾는목적': ['기념일']}","1,649",159.0,127.06811631999,37.4887469377421
리엔,179387776,중식당,서울 강남구 개포로28길 9,0507-1404-1380,4.38,음식점 앞 주차 가능,,"{'인기토픽': ['짬뽕', ', 양장피', ', 중국집', ', 탕수육', ', 짜장면'], '찾는목적': ['코스요리', ', 휴식']}",303,31.0,127.049747067873,37.4784600956478
Glyn,1280317575,카페,서울 강남구 개포로21길 7 1층101호,0507-1318-2170,4.66,3호선 매봉역 4번 출구 앞 횡단보도 ->버스 정류장(강남02 또는 4433 승차) -> 국민은행 근린공원 정류장 하차 후 건너편에 위치.,,{},105,56.0,127.046862009879,37.4792599297388
청년피자 개포점,1921072133,피자,서울 강남구 개포로21길 10 1층,0507-1475-2040,4.55,"청년피자는 최고의 가성비로 최고의 맛과 차원이 다른 품격으로 피자를 제공합니다. 매일 농수산물센터에서 직접 공수 받은 야채 들과, 신선하고 최고의 토핑재료로 건강하고 맛있는 피자를 만듭니다. 가격도 착하고, 토핑퀄리티는 최상으로! 주문 즉시 만들어 드 리며, 잊지 못할 맛의 향연을 안겨드리겠습니다. ♥청년피자를 꼭 먹어야 하는 이유♥ ★도우★ 건강한 맛을 위하여 식감이 아...",,{},74,10.0,127.047134858655,37.479321990844
영동올뱅이집,33877531,국밥,서울 강남구 개포로22길 16 1층,02-572-3731,4.33,"올뱅이국밥, 올뱅이칼국수, 올뱅이수제비 등 올뱅이 요리 전문점이다. 올뱅이국밥은 해장에도 그만이다. 올뱅이는 다슬기를 말하는 것으로, 충청도에서 불리는 이름이다. 다슬기는 골뱅이, 올뱅이, 올갱이 등 지방마다 여러 가지 이름으로 불린다.",,"{'인기토픽': ['수제비', ', 다슬기', ', 국밥', ', 칼국수', ', 덮밥'], '찾는목적': ['숨어있는']}",400,84.0,127.048088506213,37.4777334875266
올루스,1038869065,"카페,디저트",서울 강남구 선릉로10길 18 1층,0507-1357-0420,4.72,"다이어터를 위한 no밀가루 no설탕 건강빵을 만듭니다 당뇨환자나 키토인들에게도 추천하는 저탄수저당질 파운드케이크, 스콘, 바스크치즈케이크가 추천 메뉴입니다",,{},38,21.0,127.061405401948,37.483703979865
러빙헛 스마일,20570102,"채식,샐러드뷔페",서울 강남구 논현로6길 18 1층,0507-1402-0512,4.72,"** 포장 주문 고객 중 드시고 싶은 분은 야외테이블에서 3인까지 식사 가능합니다 ! ** *무오신채 원하는 분은 꼭 미리 말씀하세요 * 러빙헛 스마일은 100% 순 식물성 비건채식 요리를 선보이는 곳으로 건강하고 맛있는 비건채식요리를 드실 수 있습니다 재료는 친 환경 유기농 위주의 재료로 신선하고 색다른 요리들을 드실 수 있는 건강 레스토랑으로 비건식사, 비건도시락 및 비건 박스...",,{},29,41.0,127.050985186775,37.473511943393
쌀통닭 개포역점,36266122,"치킨,닭강정",서울 강남구 개포로82길 13-9 세종빌딩,02-3411-5235,4.46,"◈ 영업시간 : 낮 12 :00 ~ 밤 10:50 (연중무휴) ◈ 배달지역 : 개포동전지역,일원동,대치1동,2동,4동일부 ◈ 쌀통닭 개포역점 쌀통 닭 개포역점을 방문해주신 여러분 진심으로감사드립니다. 항상 고객님께 최고의 맛과 서비스를 제공하기 위해 끊임없이 노력하고 있습니다. 정직과 신뢰를 바탕으로 꾸준히 연구노력하는 업체로 거듭나고자 새롭고 차별화된 메뉴를 개발함으로써 브랜드...",,"{'인기토픽': ['치킨', ', 치킨집']}",163,20.0,127.067752825553,37.4886594787069
부산양대창전문점,1003088907,"곱창,막창,양",서울 강남구 논현로18길 6,02-577-2752,4.41,양재역 5번출구 버스이용 동원산업하차 삼호물산빌딩 건너편 스타벅스와 공영주차장 뒷편 아우디서비스센터 앞,,{},99,34.0,127.045510423196,37.4776247656964
흙향,33243499,"육류,고기요리",서울 강남구 논현로10길 29,0507-1387-0094,4.24,역삼역6번출구수협앞 4211번 463번 승차 구룡사앞 또는 국악중고등학교 하차 도보 300m,,"{'분위기': ['고급스러운'], '인기토픽': ['고기집', ', 한우', ', 냉면', ', 한정식', ', 육회'], '찾는목적': ['연말모임']}",157,53.0,127.050395378069,37.4753216045886
라이라이,37534358,중식당,서울 강남구 개포로110길 43 기호빌딩,02-3412-0008,4.13,대청역5번출구 직진 200M 기호빌딩 2층에 위치해있습니다 차량이용시 기호빌딩 입력후 주차장에 주차후 올라오시면됩니다.,,"{'분위기': ['화려한', ', 고급스러운'], '인기토픽': ['짬뽕', ', 유린기', ', 중국집', ', 짜장면', ', 칠리새우'], '찾는목적': ['신선한', ', 코스요리', ', 보양식', ', 특별한날']}",272,67.0,127.079681552221,37.4915621995587
대청뼈다귀감자탕,20627260,감자탕,서울 강남구 일원로9길 26,02-445-6404,4.42,"일원동 먹자골목에 위치해 있습니다 대청역,일원역 중심쯤 있으며 대중교통 이용시 지하철3호선 혹은 지선버스 3011 4412 직행 버스 9407 9507 9607 이용하셔도 좋습니다",,"{'분위기': ['친절함', ', 인심좋은', ', 깨끗한', ', 친절한', ', 친절하고'], '인기토픽': ['감자탕', ', 수제비', ', 부대찌개', ', 순두부찌개', ', 시래기'], '찾는목적': ['부담없는가격', ', 신선한', ', 자극적인', ', 착한가격', ', 저칼로리']}",322,333.0,127.083724377185,37.4898289290635
스시류 일원본점,1305122614,"초밥,롤",서울 강남구 일원로 33 1층 스시류,0507-1449-5515,4.41,3호선 대청역점 5번출구로 나와서 직진 사거리 신호등건너면 있습니다. 약 2분소요,,"{'분위기': ['고급스러운'], '인기토픽': ['초밥', ', 새우튀김', ', 닭강정', ', 디저트', ', 모밀']}",397,81.0,127.081055413987,37.4909138011658
세번째 아르보,1766633885,와인,서울 강남구 일원로9길 42 2층 201호,02-2226-2747,4.59,서울시 강남구 일원동 666-9번지 2층입니다. 1층에 복대감이 위치하고 있습니다.,,{},16,14.0,127.085062826965,37.4902188299759
복대감 일원동점,32769358,복어요리,서울 강남구 일원로9길 42,02-3414-9292,4.35,대청역 4번출구 맛의거리 중간 주소 - 강남구 일원동 666-9 1층 02-3414-9292,,"{'분위기': ['편안한분위기', ', 고급진', ', 깨끗한', ', 프라이빗', ', 고급스러운'], '인기토픽': ['복어', ', 삼계탕', ', 해물찜', ', 칼국수', ', 복국'], '찾는목적': ['싱싱한', ', 착한가격', ', 점심특선', ', 코스요리', ', 보양식']}",199,274.0,127.085062826965,37.4902188299759
카페인더무드 일원점,1667100130,"카페,디저트",서울 강남구 일원로5길 10,070-8866-6822,4.57,안녕하세요 샐러드&샌드위치 맛집 카페인더무드입니다.,,{},147,169.0,127.081720444211,37.4908383792237
연이황소곱창,1484990682,"곱창,막창,양",서울 강남구 양재대로45길 6 1층 101호,0507-1316-5161,4.81,삼성서울병원 맞은편 일원동 맛의 거리 중앙에 위치 주차하실시 탄천 제2호 공영주차장에 주차하시고 걸어오시면 편해요~,,{},147,21.0,127.085796355094,37.490723314163
꼬꾸이 누룽지 통닭구이 일원점,1697565661,"치킨,닭강정",서울 강남구 일원로9길 17,0507-1415-0022,4.27,아주 조아요,,{},73,6.0,127.082992370919,37.4898618818103
옹기미가,19877678,낙지요리,서울 강남구 양재대로35길 6,02-3411-2032,4.28,다양한 낙지요리를 맛볼 수 있는 낙지요리 전문점입니다. 낙지찜과 부추비빔밥이 함께 제공되는 낙지주세비가 인기메뉴이지요. 미니 수제비가 함께 제공되는 낙지비빔밥도 많이 찾으시는 메뉴입니다.,,"{'인기토픽': ['수제비', ', 낙지찜', ', 낙지볶음', ', 해물찜', ', 비빔밥']}",463,55.0,127.083674219577,37.4900741287142
플룬,1597346994,"카페,디저트",서울 강남구 일원로5길 7 1층,0507-1490-3337,4.5,밀크티 맛있어요,,{},111,34.0,127.081538135828,37.4910186165416
오씨네 대청점,37488813,생선회,서울 강남구 개포로 664 세한빌딩,0507-1406-4478,4.39,대청역3번출구로 나오셔서 남부순환로쪽으로 오시면 됩니다,,"{'분위기': ['따뜻한느낌', ', 프라이빗', ', 고급스러운'], '인기토픽': ['초밥', ', 회코스', ', 꽃새우', ', 멍게', ', 횟집'], '찾는목적': ['신선한', ', 싱싱한', ', 코스요리', ', 재방문', ', 데이트']}",14,122.0,127.085163312859,37.495264847148
폴바셋 일원역점,1560525842,카페,서울 강남구 일원로 121 101호,02-445-2056,4.58,폴바셋 일원역점,,{},"3,599",60.0,127.084451750048,37.4840735840284
카파노,1181608808,햄버거,서울 강남구 양재대로33길 25 지하1층,0507-1371-1195,4.73,"<롯데프레쉬> 대각선 맞은편 <처갓집치킨집 건물> 지하1층에 있습니다. 주차는 영희초 유료 공영주차장 이용 가능합니다. 지상1층은 비첼 레스토랑, 지하1층은 카파노 수제버거 입니다.",,{},168,36.0,127.082425639248,37.4910937753917
연안식당 강남일원점,1121143289,"해물,생선요리",서울 강남구 일원로9길 26,02-445-3335,4.34,"바닷가 옆 길 여느 식당에서 맛 보았던 신선한 해산물 요리들. 그렇게 신선했던 해산물 요리들이 생각난다면, 주저하지 말고 연안식 당을 찾아주십시요. 바다가 키워낸 그대로 다양한 해산물 요리들을 전하겠습니다. 가장 빠르게 연안의 요리들을 만나는 방법, 연안 식당입니다!",,{},198,48.0,127.083724377185,37.4898289290635
옹기족발 일원본점,36947703,"족발,보쌈",서울 강남구 일원로9길 50,02-459-6555,4.55,[대청역] 4번 출구로 나와서 직진 - 신호등 건너서 직진 - 좌측에 일원동 맛의거리 골목으로 들어와서 400m정도 직진하면 우측편 옹 기족발 [삼성의료원 사거리]에서 대청역 쪽으로 신호 받아서 바로 우측에 일원동 맛의거리 골목으로 들어와서 400m정도 직진하면 우측편 옹기족발,,"{'인기토픽': ['보쌈', ', 쫄면', ', 족발', ', 순두부', ', 막국수'], '찾는목적': ['재방문']}",477,93.0,127.085664026169,37.4903995881618
카페알케미,136397665,"카페,디저트",서울 강남구 양재대로53길 7,070-7543-1385,4.51,"2017년 6월에 오픈하여 지금까지.. 카페알케미는 호주스타일의 커피와 파리 특유의 캐쥬얼하고 쾌활한 분위기를 강력하게 추구하 고 있습니다! 크게 격식을 갖추진 않지만 좋은 식음료,공간, 분위기를 제공하고자 노력하고 있답니다:) 2021년 1월 25일부터는, 알 케미전용 메인 원두가 출시되며, 서브원두로는 한달에 한번씩 다양한 원산지의 블렌딩또는 싱글 원두를 고객분들께 선보일 ...",,"{'분위기': ['프라이빗', ', 빈티지한', ', 분위기좋은', ', 엔틱한', ', 분위기깡패'], '인기토픽': ['카페', ', 브라우니', ', 밀크티', ', 디저트', ', 빵집'], '찾는목적': ['핫플레이스', ', 데이트']}",284,265.0,127.087246599058,37.4912518641323
별을품은곱창 일원점,36040114,"곱창,막창,양",서울 강남구 일원로9길 36,0507-1400-9877,4.44,서울 강남구 일원동 666-6,,"{'인기토픽': ['김치찌개', ', 식빵', ', 소곱창', ', 곱창', ', 막창'], '찾는목적': ['신선한', ', 싱싱한']}",96,105.0,127.084482004659,37.4900563446043
신의주찹쌀순대,20885730,"순대,순댓국",서울 강남구 양재대로27길 6,02-445-0777,4.31,"신의주찹쌀순대는 1. 순수 국산돼지만 사용합니다. 2. 육수를 24시간 우려서 맛을 냅니다. 3. 최상급 쌀로 밥을 지어 드립니다. 4. 깍두기, 생채를 직접 담가 숙성시켜 맛을 냅니다.",,"{'분위기': ['친절하고'], '인기토픽': ['국밥', ', 순대볶음', ', 철판볶음', ', 순대국밥', ', 순대']}","1,025",371.0,127.08202187532,37.4895709935546
602dessert,1473389029,베이커리,서울 강남구 일원로5길 25 1층,0507-1391-3396,4.53,대청역 4번 출구에서 도보 6분 거리,,{},36,6.0,127.082716316269,37.4915685832333
비첼 레스토랑,36046991,이탈리아음식,서울 강남구 양재대로33길 25 1층,0507-1351-1194,4.68,"롯데마켓999 대각선 맞은 편, 처갓집 반대편 코너집, 김밥마을 옆",,"{'분위기': ['아담한', ', 분위기있는', ', 분위기좋은', ', 감각적인', ', 고급스러운'], '인기토픽': ['스테이크', ', 라자냐', ', 피자', ', 파스타', ', 이탈리안레스토랑'], '찾는목적': ['데이트']}",306,78.0,127.082425639248,37.4910937753917
고영국참치,1137762762,생선회,서울 강남구 양재대로27길 6 2층,0507-1337-3737,4.79,대청역 4번 출구 삼성의료원 방향으로 500m 일원먹자골목 입구 신의주 찹쌀순대 2층에 위치,,{},73,63.0,127.08202187532,37.4895709935546
돈프리미어,1524575557,"스파게티,파스타전문",서울 강남구 일원로9길 22 2층,0507-1361-6231,4.32,일원동 먹자 골목 도미노 피자 옆 건물 2층에 위치하고 있어요. 강남구 일원동 666번지 2F,,{},30,12.0,127.083349074767,37.4897190913218
제주탐하리,34817572,"육류,고기요리",서울 강남구 일원로9길 14,02-3411-9922,4.51,일원동 제주도 근고기를 맛 볼수 있는 식당.,,{},80,27.0,127.082750366544,37.489531381827
스타벅스 포이점,11684165,카페,서울 강남구 논현로 88,1522-3232,4.45,"포이사거리, 삼호물산 건너편",,{'인기토픽': ['카페']},"2,037",47.0,127.045132028081,37.4778176367596
